chunk_id,source_id,record_type,retrieval_status,document_type,jurisdiction,word_count,char_count,page_start,page_end,section,subsection,rule,subrule,clause,heading,topics,warning
MSCS_RULES_AMD_2023_BACKGROUND_ENGLISH_NOTICE,MSCS_RULES_AMD_2023,child,REFERENCE_ONLY,amendment_rules,Central,69,450,27,27,,,,,,MINISTRY OF COOPERATION,multistate,
MSCS_RULES_AMD_2023_ITEM_1,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,34,217,27,27,,,,,,Short title and commencement,multistate,MALFORMED_NUMBERING_HIERARCHY
MSCS_RULES_AMD_2023_ITEM_2,MSCS_RULES_AMD_2023,child,REVIEW,amendment_rules,Central,151,1005,27,27,,,,,,"In the Multi-State Co-operative Societies Rules, 2002, (hereinafter referred to as the principal rules), in rule 2,",elections;multistate,MULTIPLE_AMENDMENT_ACTIONS
MSCS_RULES_AMD_2023_ITEM_3_002,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,297,1962,27,28,,,,,,,deposits;loans;management;multistate;registration,
MSCS_RULES_AMD_2023_ITEM_4_002,MSCS_RULES_AMD_2023,parent,REFERENCE_ONLY,amendment_rules,Central,15,90,28,36,,,,,,,multistate,CONTEXT_PARENT;SHORT_CONTEXT_PARENT
MSCS_RULES_AMD_2023_ITEM_4_002_SUB_19,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,107,740,28,28,,,19,,,,multistate;registrar,
MSCS_RULES_AMD_2023_ITEM_4_002_SUB_19A,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,500,3179,28,28,,,19A,,,,meetings;multistate,
MSCS_RULES_AMD_2023_ITEM_4_002_SUB_19C,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,592,3574,28,29,,,19C,,,,documents;elections;meetings;multistate;timeline,
MSCS_RULES_AMD_2023_ITEM_4_002_SUB_19E,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,76,486,29,29,,,19E,,,,meetings;multistate,
MSCS_RULES_AMD_2023_ITEM_4_002_SUB_19F,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,289,1889,29,30,,,19F,,,,documents;elections;multistate,
MSCS_RULES_AMD_2023_ITEM_4_002_SUB_19G,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,145,911,30,30,,,19G,,,,elections;multistate,
MSCS_RULES_AMD_2023_ITEM_4_002_SUB_19H,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,885,5360,30,31,,,19H,,,,byelaws;elections;eligibility;governance;meetings;membership;multistate;registrar;reporting,
MSCS_RULES_AMD_2023_ITEM_4_002_SUB_19_I,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,328,1852,31,31,,,19-I,,,,byelaws;elections;eligibility;multistate,
MSCS_RULES_AMD_2023_ITEM_4_002_SUB_19J,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,349,2031,31,32,,,19J,,,,byelaws;elections;multistate,MULTIPLE_FORMS_REVIEW
MSCS_RULES_AMD_2023_ITEM_4_002_SUB_19K,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,41,225,32,32,,,19K,,,,elections;eligibility;multistate,
MSCS_RULES_AMD_2023_ITEM_4_002_SUB_19L,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,346,2049,32,32,,,19L,,,,elections;multistate,
MSCS_RULES_AMD_2023_ITEM_4_002_SUB_19M,MSCS_RULES_AMD_2023,child,ACTIVE,amendment_rules,Central,1319,7545,32,34,,,19M,,,,elections;eligibility;meetings;multistate;reporting,LONG_CHUNK_NO_SAFE_SPLIT
